title,score,budget,revenue,profit,main_genre,language,is_english,country,cluster
The Perks of Being a Wallflower,78.0,13000000.0,33069303.0,20069303.0,Drama,English,1,AU,3
One Piece 3D: Straw Hat Chase,68.0,128000000.0,195073159.6,67073159.599999994,Animation,Japanese,0,JP,0
Tomorrow Never Dies,63.0,110000000.0,339504276.0,229504276.0,Adventure,English,1,AU,1
Hellboy II: The Golden Army,68.0,82500000.0,160388063.0,77888063.0,Fantasy,English,1,AU,0
American Pie: Revealed,59.0,147400000.0,742474776.0,595074776.0,Documentary,English,1,US,3
All Ladies Do It,46.0,114300000.0,197992680.8,83692680.80000001,Comedy,Italian,0,IT,3
Back to the Future Part III,75.0,40000000.0,244087259.0,204087259.0,Adventure,English,1,AU,0
Naruto the Movie: Legend of the Stone of Gelel,66.0,56900000.0,10200000.0,-46700000.0,Animation,Japanese,0,JP,0
Neighbors,62.0,18000000.0,270944428.0,252944428.0,Comedy,English,1,AU,3
Red Sparrow,65.0,69000000.0,145951861.0,76951861.0,Mystery,English,1,AU,1
The Unborn,52.0,16000000.0,78208812.0,62208812.0,Horror,English,1,US,1
The Gods Must Be Crazy,73.0,5000000.0,60000000.0,55000000.0,Action,English,1,AU,3
Lights Out,63.0,5000000.0,148806510.0,143806510.0,Horror,English,1,AU,1
Scary Stories to Tell in the Dark,65.0,28000000.0,95592669.0,67592669.0,Horror,English,1,AU,1
Young Mother-in-Law,90.0,109800000.0,1155101096.0,1045301096.0,Romance,Korean,0,KR,3
Return of the Jedi,79.0,32350000.0,572700000.0,540350000.0,Adventure,English,1,AU,0
Marvel Studios Assembled: The Making of Black Panther: Wakanda Forever,68.0,81500000.0,563588855.0,482088855.0,Documentary,English,1,US,3
Homefront,69.0,22000000.0,51695362.0,29695362.0,Action,English,1,AU,1
Arthur and the Invisibles,64.0,86000000.0,107944236.0,21944236.0,Adventure,English,1,AU,0
Mission: Possible,76.0,98200000.0,881835095.6,783635095.6,Comedy,Korean,0,KR,3
The Dictator,62.0,65000000.0,180148897.0,115148897.0,Comedy,English,1,AU,3
The Unforgivable,75.0,96260000.0,848199123.8,751939123.8,Drama,English,1,US,3
The Exorcist III,62.0,9300000.0,39024251.0,29724251.0,Horror,English,1,US,1
Meet Cute,58.0,130000000.0,425347626.6,295347626.6,Comedy,English,1,US,3
Lamborghini: The Man Behind the Legend,59.0,128300000.0,344328240.8,216028240.8,Drama,English,1,US,3
Starship Troopers,70.0,105000000.0,121100000.0,16100000.0,Adventure,English,1,AU,1
The Rugrats Movie,62.0,28000000.0,140894685.0,112894685.0,Family,English,1,US,0
Frozen Fever,68.0,90000000.0,416291033.2,326291033.2,Animation,English,1,AU,0
Poltergeist,52.0,35000000.0,95691732.0,60691732.0,Horror,English,1,AU,1
Poltergeist,52.0,10700000.0,121706019.0,111006019.0,Horror,English,1,AU,1
Case 39,63.0,27000000.0,28773827.0,1773827.0,Horror,English,1,AU,1
Intergalactic Meeting,55.0,71800000.0,376598693.6,304798693.6,Adventure,Other,0,Other,0
Inuyasha the Movie 4: Fire on the Mystic Island,76.0,129400000.0,744554222.6,615154222.6,Fantasy,Japanese,0,JP,0
A Star Is Born,75.0,36000000.0,433888866.0,397888866.0,Music,English,1,AU,3
The Hallow,57.0,110800000.0,522453380.4,411653380.4,Fantasy,English,1,Other,1
Soul Surfer,70.0,18000000.0,47135489.0,29135489.0,Family,English,1,AU,3
Dark Shadows,60.0,150000000.0,245564215.0,95564215.0,Comedy,English,1,AU,0
Red Riding Hood,60.0,42000000.0,91678442.0,49678442.0,Fantasy,English,1,AU,1
Spider-Man 2,72.0,200000000.0,794697557.0,594697557.0,Action,English,1,AU,0
Casino,80.0,52000000.0,110400000.0,58400000.0,Crime,English,1,AU,3
The Sorcerer's Apprentice,61.0,160000000.0,217986320.0,57986320.0,Fantasy,English,1,AU,0
Rascal Does Not Dream of a Dreaming Girl,82.0,208000000.0,637885942.8,429885942.79999995,Animation,Japanese,0,AU,0
Platoon,77.0,6000000.0,137978395.0,131978395.0,Drama,English,1,AU,2
The Heist of the Century,78.0,29211149.2,7627100.0,-21584049.2,Comedy,"Spanish, Castilian",0,Other,1
Powder,69.0,9500000.0,30862156.0,21362156.0,Drama,English,1,AU,1
The Spiderwick Chronicles,66.0,92500000.0,162839667.0,70339667.0,Family,English,1,AU,0
Mavka: The Forest Song,75.0,5000000.0,92963545.6,87963545.6,Fantasy,Other,0,AU,0
The Descent: Part 2,59.0,6000200.0,7048886.0,1048686.0,Adventure,English,1,US,1
The Animal,51.0,22000000.0,55762229.0,33762229.0,Comedy,English,1,AU,3
Causeway,67.0,75500000.0,509726081.0,434226081.0,Drama,English,1,US,3
Pushpa: The Rise - Part 1,74.0,167200000.0,712822511.0,545622511.0,Action,Other,0,Other,1
Charlie's Angels,58.0,90000000.0,259736090.0,169736090.0,Action,English,1,AU,1
Collide,54.0,29200000.0,5466698.0,-23733302.0,Thriller,English,1,US,1
Cult of Chucky,58.0,6500000.0,2200000.0,-4300000.0,Horror,English,1,US,1
Primer,68.0,7000.0,545436.0,538436.0,Science Fiction,English,1,AU,1
Nausicaä of the Valley of the Wind,79.0,1000000.0,3301446.0,2301446.0,Adventure,Japanese,0,AU,0
The Theory of Everything,79.0,15000000.0,123327692.0,108327692.0,Drama,English,1,AU,3
Lord of War,73.0,42000000.0,60437727.0,18437727.0,Crime,English,1,AU,1
Memories of Murder,81.0,2800000.0,26000000.0,23200000.0,Crime,Korean,0,KR,1
Creation,64.0,51400000.0,495175070.0,443775070.0,Drama,English,1,GB,3
Dragons: Gift of the Night Fury,71.0,194000000.0,531710348.6,337710348.6,Animation,English,1,US,0
What Men Want,62.0,20000000.0,69911903.0,49911903.0,Comedy,English,1,AU,3
Sex with Love,66.0,63800000.0,408505847.8,344705847.8,Comedy,"Spanish, Castilian",0,US,3
Midnight Sun,78.0,2800000.0,26952508.0,24152508.0,Romance,English,1,AU,3
Dragonheart: Vengeance,69.0,155400000.0,294763505.4,139363505.39999998,Fantasy,English,1,US,0
The Experiment,64.0,21800000.0,211802400.4,190002400.4,Thriller,English,1,US,1
Red Tails,65.0,58000000.0,50365498.0,-7634502.0,Drama,English,1,US,2
The Girl Who Leapt Through Time,78.0,44461149.2,3800000.0,-40661149.2,Fantasy,Japanese,0,AU,0
Halo: Nightfall,70.0,107400000.0,494285798.8,386885798.8,Science Fiction,English,1,US,3
10 Cloverfield Lane,70.0,15000000.0,108286422.0,93286422.0,Thriller,English,1,AU,1
Baise-moi,49.0,3001100.0,940944.0,-2060156.0,Crime,French,0,FR,1
The Sensuous Nurse,55.0,70800000.0,591573175.2,520773175.20000005,Comedy,Italian,0,IT,3
CHiPS,61.0,25000000.0,23190292.0,-1809708.0,Action,English,1,US,1
The Nun,55.0,22000000.0,363391647.0,341391647.0,Horror,"Spanish, Castilian",0,ES,1
The Warrior's Way,66.0,42000000.0,8514325.0,-33485675.0,Adventure,English,1,AU,1
Security,62.0,15000000.0,163167892.4,148167892.4,Action,English,1,US,1
Gone with the Wind,80.0,3900000.0,390525192.0,386625192.0,Drama,English,1,AU,2
Berserk: The Golden Age Arc III - The Advent,77.0,124200000.0,640997166.4,516797166.4,Action,Japanese,0,AU,0
Pet Sematary,66.0,21000000.0,111809732.0,90809732.0,Horror,English,1,US,1
Pet Sematary,66.0,11500000.0,57469850.0,45969850.0,Horror,English,1,US,1
Patriots Day,70.0,40000000.0,52837989.0,12837989.0,Action,English,1,AU,1
Warm Bodies,64.0,30000000.0,114834312.0,84834312.0,Horror,English,1,AU,3
The Princess,70.0,67140000.0,850930956.8,783790956.8,Documentary,English,1,AU,3
The Amityville Horror,61.0,18500000.0,109175673.0,90675673.0,Horror,English,1,AU,1
A.I. Artificial Intelligence,70.0,100000000.0,235926552.0,135926552.0,Drama,English,1,AU,3
Scars 2,84.0,143000000.0,696323373.6,553323373.6,Drama,"Spanish, Castilian",0,MX,3
Young Sister-in-Law 5,66.0,53340523.8,359866643.6,306526119.8,Romance,Korean,0,KR,3
Chained Heat,52.0,1250000.0,6149983.0,4899983.0,Action,English,1,US,1
Female Urologists 3,35.0,47310000.0,329856760.8,282546760.8,Drama,Korean,0,KR,3
Dr. No,70.0,1000000.0,59567035.0,58567035.0,Adventure,English,1,AU,1
The Underground Banker,55.0,142000000.0,454488625.8,312488625.8,Drama,Cantonese,0,HK,3
Tad the Lost Explorer and the Secret of King Midas,66.0,10778400.0,34156960.0,23378560.0,Animation,"Spanish, Castilian",0,ES,0
National Lampoon's Vacation,71.0,15000000.0,61399552.0,46399552.0,Comedy,English,1,AU,3
Female Hostel 2,15.0,88000040.0,49459605.2,-38540434.8,Romance,Korean,0,KR,3
Inkheart,63.0,60000000.0,66655938.0,6655938.0,Adventure,English,1,AU,0
Re:ZERO -Starting Life in Another World- The Frozen Bond,77.0,168400000.0,614587961.8,446187961.79999995,Animation,Japanese,0,JP,0
Transformers: Revenge of the Fallen,62.0,210000000.0,836519699.0,626519699.0,Science Fiction,English,1,AU,0
Swingers Party with My Friend,58.0,85100000.0,292263719.2,207163719.2,Romance,Korean,0,KR,3
The Last Exorcism Part II,47.0,4000000.0,25448707.0,21448707.0,Horror,English,1,US,1
The Cursed,69.0,2489917.0,4588389.0,2098472.0,Horror,English,1,US,1
Step-Brother 2,56.0,80300000.0,176682291.4,96382291.4,Romance,Korean,0,KR,3
Shot Caller,69.0,93200000.0,412839541.0,319639541.0,Crime,English,1,AU,1
The Dreamers,72.0,15000000.0,15121165.0,121165.0,Drama,English,1,US,3
Cherry,74.0,40000000.0,0.0,-40000000.0,Drama,English,1,AU,1
Cheaper by the Dozen,65.0,40000000.0,190212113.0,150212113.0,Family,English,1,AU,0
Source Code,73.0,32000000.0,140428499.0,108428499.0,Thriller,English,1,AU,1
The Mist,69.0,13000000.0,57189408.0,44189408.0,Horror,English,1,US,1
Friday the 13th Part VI: Jason Lives,62.0,3000000.0,19472523.0,16472523.0,Horror,English,1,US,1
A Christmas Carol,69.0,200000000.0,325286646.0,125286646.0,Animation,English,1,AU,0
High School Musical 2,65.0,7000000.0,0.0,-7000000.0,Comedy,English,1,US,3
Air,49.0,103600000.0,901958484.2,798358484.2,Science Fiction,English,1,AU,1
Batman Beyond: Return of the Joker,73.0,84000000.0,402252426.2,318252426.2,Animation,English,1,US,0
Get Smart With Money,62.0,107200000.0,447551505.2,340351505.2,Documentary,English,1,US,3
Deep Impact,62.0,80000000.0,349464664.0,269464664.0,Action,English,1,AU,3
Mother's Job,38.0,51570000.0,349308045.2,297738045.2,Romance,Korean,0,KR,3
Operation Red Sea,71.0,70000000.0,579220560.0,509220560.0,Action,Chinese,0,AU,2
The Noel Diary,64.0,107000000.0,336952152.0,229952152.0,Romance,English,1,US,3
Fucking Different XXX,72.0,81200000.0,472749495.2,391549495.2,Drama,English,1,DE,3
The Babysitters,59.0,5838800.0,44852.0,-5793948.0,Drama,English,1,US,3
Kimetsu Orchestra Concert,81.0,180000000.0,678909900.8,498909900.79999995,Music,Japanese,0,JP,3
Bao,76.0,121000000.0,681749088.4,560749088.4,Animation,English,1,US,0
Blackhat,55.0,70000000.0,19665004.0,-50334996.0,Crime,English,1,AU,1
365 Days,71.0,25874800.0,9458590.0,-16416210.0,Romance,Other,0,AU,3
Avengers Grimm,40.0,117000000.0,836011985.4,719011985.4,Action,English,1,US,0
Lethal Weapon,73.0,15000000.0,120192350.0,105192350.0,Adventure,English,1,AU,1
One Piece: Clockwork Island Adventure,70.0,94040000.0,707467159.8,613427159.8,Action,Japanese,0,JP,0
They/Them,51.0,144000000.0,424996766.4,280996766.4,Horror,English,1,US,1
Hellraiser,69.0,1000000.0,14575148.0,13575148.0,Horror,English,1,AU,1
School of Rock,71.0,20000000.0,131944672.0,111944672.0,Comedy,English,1,AU,3
Turbo: A Power Rangers Movie,58.0,10000000.0,9679739.0,-320261.0,Action,English,1,US,0
Gone in Sixty Seconds,64.0,90000000.0,237202299.0,147202299.0,Action,English,1,AU,1
The Empire of Corpses,60.0,76600000.0,635654492.2,559054492.2,Animation,Japanese,0,JP,1
Unhinged,64.0,33000000.0,37339104.0,4339104.0,Action,English,1,AU,1
Batman Forever,54.0,100000000.0,336529144.0,236529144.0,Action,English,1,AU,1
Woman with Pierced Nipples,44.0,97300000.0,423147746.8,325847746.8,Drama,Japanese,0,JP,3
Home Alone 4,45.0,134300000.0,626174185.2,491874185.20000005,Comedy,English,1,US,0
Brokeback Mountain,78.0,13900000.0,176980863.0,163080863.0,Drama,English,1,AU,3
Get the Gringo,65.0,35000000.0,260397333.2,225397333.2,Action,English,1,AU,1
Big Stan,65.0,100000000.0,246367071.0,146367071.0,Comedy,English,1,US,3
Pitch Perfect 2,69.0,29000000.0,287215196.0,258215196.0,Comedy,English,1,AU,3
The Day of Swapping,49.0,107800000.0,772371713.0,664571713.0,Romance,Korean,0,KR,3
Leprechaun: Back 2 tha Hood,52.0,131400000.0,484249645.6,352849645.6,Horror,English,1,US,3
Curse of the Blair Witch,61.0,62600000.0,403958617.0,341358617.0,Horror,English,1,US,1
Paddington,71.0,55000000.0,252410984.0,197410984.0,Comedy,English,1,AU,0
Secretary,68.0,4000000.0,9412015.0,5412015.0,Comedy,English,1,US,3
Collateral,72.0,60000000.0,217602967.0,157602967.0,Drama,English,1,AU,1
The Portable Door,63.0,132400000.0,553917974.8,421517974.79999995,Fantasy,English,1,AU,0
Sputnik,65.0,48780000.0,354023.0,-48425977.0,Science Fiction,Russian,0,Other,1
Remember Me,71.0,16000000.0,56506120.0,40506120.0,Drama,English,1,US,3
Hidden Desire,40.0,112800000.0,836011985.4,723211985.4,Romance,Cantonese,0,HK,3
Killing Me Softly,55.0,25000000.0,7775138.0,-17224862.0,Thriller,English,1,GB,1
Skyscraper,63.0,125000000.0,304858121.0,179858121.0,Action,English,1,AU,1
The Protector 2,60.0,6901932.4,3302463.0,-3599469.4000000004,Action,Other,0,Other,1
Creed,80.0,37000000.0,173567581.0,136567581.0,Horror,English,1,US,1
Indecent Woman,45.0,88300000.0,862567677.4,774267677.4,Thriller,Cantonese,0,HK,1
The Bodyguard,67.0,25000000.0,411006740.0,386006740.0,Thriller,English,1,AU,3
The Art of Racing in the Rain,82.0,18000000.0,33773963.0,15773963.0,Drama,English,1,AU,3
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,78.0,163860000.0,679859142.6,515999142.6,Action,Japanese,0,JP,0
Rape Zombie: Lust of the Dead 4,68.0,84800000.0,293483805.2,208683805.2,Horror,Japanese,0,JP,1
Ravenous,59.0,12000000.0,2062406.0,-9937594.0,Horror,French,0,CA,1
42,71.0,31000000.0,97470701.0,66470701.0,Drama,English,1,AU,3
A Few Good Men,75.0,33000000.0,236500000.0,203500000.0,Drama,English,1,AU,3
Friday the 13th Part 2,61.0,1250000.0,21722776.0,20472776.0,Horror,English,1,US,1
Lawless,70.0,26000000.0,54393687.0,28393687.0,Crime,English,1,AU,3
Barbie & Chelsea: The Lost Birthday,71.0,111000000.0,602209262.4,491209262.4,Animation,English,1,AU,0
The Raid 2,76.0,4500000.0,6566916.0,2066916.0,Action,Other,0,AU,1
Y Tu Mamá También,74.0,5000000.0,33649881.0,28649881.0,Drama,"Spanish, Castilian",0,MX,3
Tokyo Ghoul,70.0,146500000.0,510346617.0,363846617.0,Action,Japanese,0,JP,1
Father There Is Only One 2,75.0,4000000.0,14871307.0,10871307.0,Comedy,"Spanish, Castilian",0,ES,3
Porno,57.0,156600000.0,568184516.6,411584516.6,Drama,Other,0,Other,3
The Last Survivors,63.0,113600000.0,368025654.4,254425654.39999998,Horror,English,1,US,1
Johnny English Reborn,62.0,45000000.0,164640401.0,119640401.0,Crime,English,1,AU,1
Hollow Man,59.0,90000000.0,191200000.0,101200000.0,Action,English,1,AU,1
Allegiant,61.0,110000000.0,179246868.0,69246868.0,Adventure,English,1,AU,1
Covet: Island of Desire,42.0,123300000.0,181053832.0,57753832.0,Romance,Korean,0,KR,3
Outcast,51.0,25000000.0,5148503.0,-19851497.0,Action,English,1,US,1
Saga of Tanya the Evil: The Movie,81.0,111600000.0,746152414.8,634552414.8,Animation,Japanese,0,JP,2
Kronk's New Groove,64.0,91940000.0,328581621.4,236641621.39999998,Animation,English,1,AU,0
El Camino: A Breaking Bad Movie,69.0,156000000.0,591713267.4,435713267.4,Crime,English,1,AU,1
Tokyo Revengers,79.0,90860000.0,816347491.6,725487491.6,Action,Japanese,0,JP,3
Adultery Alumni Association 2,77.0,80000000.0,381000857.6,301000857.6,Drama,Korean,0,KR,3
Fat Ass Zombies,51.0,92800000.0,577173677.8,484373677.79999995,Horror,English,1,US,3
Tubero,58.0,61498000.0,254671383.8,193173383.8,Drama,Other,0,Other,3
The Golden Compass,60.0,205000000.0,367262558.0,162262558.0,Adventure,English,1,AU,0
Dual,61.0,4500000.0,82278152.4,77778152.4,Science Fiction,English,1,US,3
The Wonderful Summer of Mickey Mouse,63.0,83400000.0,191964060.4,108564060.4,Animation,English,1,AU,0
The Boy,59.0,10000000.0,68220952.0,58220952.0,Horror,English,1,US,1
Girl in the Picture,73.0,53600000.0,682429959.6,628829959.6,Documentary,English,1,US,3
Bambi II,65.0,93180000.0,482465307.0,389285307.0,Animation,English,1,AU,0
Another Cinderella Story,68.0,5000000.0,291698420.0,286698420.0,Comedy,English,1,AU,3
The Day the Earth Stood Still,56.0,80000000.0,237370350.0,157370350.0,Drama,English,1,AU,1
The Day the Earth Stood Still,56.0,1200000.0,3700000.0,2500000.0,Drama,English,1,AU,1
Fantastic Mr. Fox,78.0,40000000.0,46458811.0,6458811.0,Adventure,English,1,AU,0
Bordello of Blood,59.0,15000000.0,5600000.0,-9400000.0,Horror,English,1,US,1
Virgin Territory,45.0,38000000.0,5473041.0,-32526959.0,Adventure,English,1,US,3
Star Trek: The Motion Picture,65.0,35000000.0,139000000.0,104000000.0,Science Fiction,English,1,AU,1
Dilwale Dulhania Le Jayenge,86.0,13200000.0,100000000.0,86800000.0,Comedy,Other,0,AU,3
Unforgiven,79.0,14400000.0,159157447.0,144757447.0,Western,English,1,AU,3
The Human Centipede 3 (Final Sequence),37.0,1470000.0,16184.0,-1453816.0,Horror,English,1,AU,1
Showroom,60.0,134200000.0,264583010.6,130383010.6,Drama,Other,0,Other,3
Ghostbusters II,65.0,37000000.0,215394738.0,178394738.0,Comedy,English,1,AU,3
Primeval,61.0,16400000.0,10597734.0,-5802266.0,Adventure,English,1,US,1
Justice League vs. Teen Titans,74.0,143200000.0,799137605.2,655937605.2,Science Fiction,English,1,AU,0
Surviving Paradise: A Family Tale,70.0,100140523.8,625891229.0,525750705.2,Documentary,English,1,GB,3
Mortal Kombat,58.0,55000000.0,83508259.0,28508259.0,Action,English,1,AU,0
Mortal Kombat,58.0,20000000.0,122133227.0,102133227.0,Action,English,1,AU,0
The Scorpion King 3: Battle for Redemption,45.0,5000000.0,2239756.4,-2760243.6,Action,English,1,AU,0
Step Up All In,68.0,45000000.0,86165646.0,41165646.0,Romance,English,1,AU,3
Inuyasha the Movie: Affections Touching Across Time,77.0,10540.0,59692457.8,59681917.8,Action,Japanese,0,JP,0
Jason X,48.0,14000000.0,16951798.0,2951798.0,Horror,English,1,US,1
Mighty Morphin Power Rangers: The Movie,58.0,15000000.0,66400000.0,51400000.0,Action,English,1,US,0
Cinderella,64.0,95000000.0,542351353.0,447351353.0,Fantasy,English,1,AU,3
Cinderella,64.0,2900000.0,263591415.0,260691415.0,Fantasy,English,1,AU,3
A Cinderella Story: If the Shoe Fits,72.0,141860000.0,598515843.6,456655843.6,Comedy,English,1,AU,0
Naruto to Boruto: The Live 2019,75.0,99600000.0,396508441.0,296908441.0,Animation,Japanese,0,JP,0
Descendants of Adultery,47.0,135200000.0,947468745.8,812268745.8,Romance,Korean,0,KR,3
The Sorcerer and the White Snake,64.0,133000000.0,197234100.0,64234100.0,Action,Chinese,0,HK,0
The Ridiculous 6,52.0,60000000.0,0.0,-60000000.0,Western,English,1,US,3
Police Story,75.0,2582313.8,113164.0,-2469149.8,Action,Cantonese,0,AU,1
Red Dawn,57.0,65000000.0,48164150.0,-16835850.0,Action,English,1,AU,1
Return to the Blue Lagoon,63.0,11000000.0,2000000.0,-9000000.0,Adventure,English,1,US,3
The Tourist,62.0,100000000.0,278731369.0,178731369.0,Action,English,1,AU,1
Sex and Zen,57.0,17848009.2,396003.0,-17452006.2,Drama,Cantonese,0,HK,3
30 Miles from Nowhere,45.0,120000.0,2264858.8,2144858.8,Horror,English,1,AU,1
Cold Pursuit,57.0,60000000.0,62599159.0,2599159.0,Action,English,1,AU,1
The Killing of a Sacred Deer,70.0,42608000.0,7027336.0,-35580664.0,Drama,English,1,AU,1
The Babadook,65.0,2000000.0,7482387.0,5482387.0,Drama,English,1,AU,1
Dirty Dancing,74.0,6000000.0,214577242.0,208577242.0,Drama,English,1,AU,3
Jan Dara: The Beginning,55.0,127800000.0,578598408.0,450798408.0,Drama,Other,0,Other,3
Airplane!,73.0,3500000.0,83453539.0,79953539.0,Comedy,English,1,AU,3
Captain Underpants: The First Epic Movie,62.0,38000000.0,126422949.0,88422949.0,Action,English,1,US,0
Containment,60.0,154400000.0,740028940.6,585628940.6,Thriller,English,1,GB,1
Rock Dog 2: Rock Around the Park,67.0,107000000.0,610492122.2,503492122.20000005,Animation,English,1,CN,0
Crystal Skulls,50.0,163600000.0,631865869.8,468265869.79999995,Adventure,English,1,US,0
Exorcist II: The Heretic,45.0,14000000.0,25011000.0,11011000.0,Drama,English,1,US,1
One True Loves,55.0,114000000.0,526056835.8,412056835.8,Romance,English,1,AU,3
Contraband,63.0,25000000.0,98406855.0,73406855.0,Thriller,English,1,AU,1
Remember the Titans,76.0,30000000.0,136771683.0,106771683.0,Drama,English,1,AU,3
The Crow,75.0,23000000.0,50694672.0,27694672.0,Fantasy,English,1,AU,1
Mad Max 2,74.0,2000000.0,24600832.0,22600832.0,Adventure,English,1,AU,1
Night of the Living Dead,68.0,4200000.0,5835247.0,1635247.0,Horror,English,1,US,1
Night of the Living Dead,68.0,114000.0,30087064.0,29973064.0,Horror,English,1,US,1
Ice Age: The Great Egg-Scapade,64.0,176800000.0,1084895103.0,908095103.0,Adventure,English,1,US,0
Amélie,79.0,10000000.0,173921954.0,163921954.0,Comedy,French,0,AU,3
The Book of Eli,68.0,80000000.0,158750817.0,78750817.0,Action,English,1,AU,1
Zombie Flesh Eaters,66.0,75100000.0,636679839.4,561579839.4,Horror,Italian,0,IT,3
Quantum of Solace,63.0,230000000.0,591692078.0,361692078.0,Adventure,English,1,AU,1
Carrie,73.0,30000000.0,82409520.0,52409520.0,Horror,English,1,US,1
